task,size_label,seed,algorithm,queue_s,delay_s,deadline_miss,utility
channel,9,14,qaoa,84164.05534000002,84171.67534000002,True,-5634.44736370041
channel,9,14,qaoa,92768.07739999995,92775.69739999995,True,-6210.195692022407
channel,9,14,qaoa,114401.64185999993,114409.26185999993,True,-7657.831284613069
channel,9,14,qaoa,207486.316,207493.936,True,-13886.702521201136
channel,9,15,qaoa,0.135999999999996,8.517999999999995,True,-2.519836471125937
channel,9,15,qaoa,0.20899999999999802,8.590999999999998,True,-2.5242915148442036
channel,9,15,qaoa,0.24399999999999603,8.625999999999996,True,-2.526427494709126
channel,9,15,qaoa,0.27665999999999735,8.658659999999998,True,-2.5284206690630793
channel,9,15,qaoa,0.304999999999998,8.686999999999998,True,-2.530150202473705
channel,9,15,qaoa,0.339999999999996,8.721999999999996,True,-2.532286182338627
channel,9,15,qaoa,0.375,8.757,True,-2.5344221622035494
channel,9,15,qaoa,0.40953999999999713,8.791539999999998,True,-2.536530069190247
channel,9,15,qaoa,0.430999999999998,8.812999999999997,True,-2.537839729987425
channel,9,15,qaoa,0.439999999999998,8.821999999999997,True,-2.5383889819526906
channel,9,15,qaoa,0.490999999999998,8.872999999999998,True,-2.5415014097558632
channel,9,15,qaoa,0.6784199999999982,9.060419999999997,True,-2.552939276792541
channel,9,15,qaoa,1.962999999999996,10.344999999999995,True,-2.6313346200748793
channel,9,15,qaoa,3.8434,12.2254,True,-2.7460916640177313
channel,9,15,qaoa,5.347399999999997,13.729399999999996,True,-2.8378777702132476
channel,9,15,qaoa,5.855999999999994,14.237999999999992,True,-2.868916609050375
channel,9,15,qaoa,6.1309999999999985,14.512999999999998,True,-2.88569930798905
channel,9,15,qaoa,6.987819999999996,15.369819999999995,True,-2.9379893156422696
channel,9,15,qaoa,8.000759999999998,16.382759999999998,True,-2.9998070140529656
channel,9,15,qaoa,12.341100000000006,20.723100000000006,True,-3.264689266822014
channel,9,15,qaoa,13.304399999999998,21.6864,True,-3.3234775355042885
channel,9,15,qaoa,13.90162,22.28362,True,-3.359924675359399
channel,9,15,qaoa,15.222199999999988,23.604199999999988,True,-3.4405170265028
channel,9,15,qaoa,18.379039999999993,26.761039999999994,True,-3.633172645839405
channel,9,15,qaoa,22.835399999999996,31.217399999999998,True,-3.90513536672069
channel,9,15,qaoa,26.961999999999996,35.343999999999994,True,-4.156973495594638
channel,9,15,qaoa,32.792440000000006,41.174440000000004,True,-4.512793565412849
channel,9,15,qaoa,36.70302,45.08502,True,-4.751448426560497
channel,9,15,qaoa,39.79948,48.18148,True,-4.94041917549013
channel,9,15,qaoa,43.874579999999995,52.25657999999999,True,-5.189114362562836
channel,9,15,qaoa,48.43859999999999,56.820599999999985,True,-5.467647357508621
channel,9,15,qaoa,56.573319999999974,64.95531999999997,True,-5.964093018273775
channel,9,15,qaoa,60.897079999999995,69.27908,True,-6.227963426866812
channel,9,15,qaoa,67.98,76.36200000000001,True,-6.660219841291246
channel,9,15,qaoa,78.23212000000001,86.61412000000001,True,-7.285886181084584
channel,9,15,qaoa,84.26360000000003,92.64560000000003,True,-7.653975319246908
channel,9,15,qaoa,96.56627999999998,104.94827999999998,True,-8.404783226806385
channel,9,15,qaoa,111.79625999999999,120.17826,True,-9.33423838746835
channel,9,15,qaoa,130.88152,139.26352,True,-10.498973561091384
channel,9,15,qaoa,150.539,158.921,True,-11.698630174666013
channel,9,15,qaoa,170.9178000000002,179.2998000000002,True,-12.942307502416819
channel,9,15,qaoa,186.811,195.193,True,-13.912237650679163
channel,9,15,qaoa,208.04779999999997,216.42979999999997,True,-15.208276999118619
channel,9,15,qaoa,246.65518000000006,255.03718000000006,True,-17.564408036758692
channel,9,15,qaoa,292.61968,301.00168,True,-20.369529365364954
channel,9,15,qaoa,344.04180000000014,352.42380000000014,True,-23.50771830626828
channel,9,15,qaoa,414.5057599999997,422.88775999999973,True,-27.807992585202186
channel,9,15,qaoa,490.61076,498.99276000000003,True,-32.4525282314853
channel,9,15,qaoa,562.345,570.727,True,-36.83032515335676
channel,9,15,qaoa,619.4498599999986,627.8318599999985,True,-40.31532032904823
channel,9,15,qaoa,690.436,698.818,True,-44.64746220700697
channel,9,15,qaoa,773.6281,782.0101,True,-49.72450936473837
channel,9,15,qaoa,869.4112000000001,877.7932000000001,True,-55.569960021876526
channel,9,15,qaoa,987.3664600000002,995.7484600000001,True,-62.76853317392425
channel,9,15,qaoa,1086.8556800000001,1095.2376800000002,True,-68.84016090811913
channel,9,15,qaoa,1229.1304000000002,1237.5124000000003,True,-77.52290197118921
channel,9,15,qaoa,1385.3546000000003,1393.7366000000004,True,-87.05695184586317
channel,9,15,qaoa,1573.872,1582.2540000000001,True,-98.56179100550588
channel,9,15,qaoa,1659.3689999999997,1667.7509999999997,True,-103.77950159154182
channel,9,15,qaoa,1845.4639200000006,1853.8459200000007,True,-115.13650165109382
channel,9,15,qaoa,1984.3545999999997,1992.7365999999997,True,-123.61272153410408
channel,9,15,qaoa,2142.4704200000006,2150.8524200000006,True,-133.26221318683764
channel,9,15,qaoa,2354.9834799999994,2363.3654799999995,True,-146.23145939235232
channel,9,15,qaoa,2640.971080000004,2649.353080000004,True,-163.68470954142234
channel,9,15,qaoa,3063.725839999996,3072.107839999996,True,-189.48458540313734
channel,9,15,qaoa,3439.3412000000008,3447.723200000001,True,-212.40763814358124
channel,9,15,qaoa,3801.291,3809.6730000000002,True,-234.49670914108518
channel,9,15,qaoa,4050.0429999999997,4058.4249999999997,True,-249.67754523706063
channel,9,15,qaoa,4558.4302,4566.812199999999,True,-280.70339731660937
channel,9,15,qaoa,5322.557020000019,5330.939020000019,True,-327.336525938527
channel,9,15,qaoa,6057.725400000011,6066.107400000011,True,-372.20237899588415
channel,9,15,qaoa,6972.0684,6980.4504,True,-428.002900071101
channel,9,15,qaoa,8712.808159999999,8721.190159999998,True,-534.2367594262325
channel,9,15,qaoa,10521.81418,10530.196179999999,True,-644.6367718331799
channel,9,15,qaoa,12618.34379999998,12626.72579999998,True,-772.5837733912678
channel,9,15,qaoa,15199.242,15207.624,True,-930.0908187802434
channel,9,15,qaoa,16883.529360000022,16891.911360000024,True,-1032.879501286047
channel,9,15,qaoa,19501.190020000002,19509.572020000003,True,-1192.6300859420203
channel,9,15,qaoa,21076.21,21084.592,True,-1288.7503992028846
channel,9,15,qaoa,22301.64380000001,22310.02580000001,True,-1363.5361684198901
channel,9,15,qaoa,26987.915000000023,26996.297000000024,True,-1649.5299091274646
channel,9,15,qaoa,30066.483,30074.865,True,-1837.4087451501487
channel,9,15,qaoa,30066.483,30074.865,True,-1837.4087451501487
channel,9,15,qaoa,30066.483,30074.865,True,-1837.4087451501487
channel,9,15,qaoa,30066.483,30074.865,True,-1837.4087451501487
channel,9,15,qaoa,33371.82029999999,33380.20229999999,True,-2039.1268571380483
channel,9,15,qaoa,38236.13444,38244.51644,True,-2335.98620170081
channel,9,15,qaoa,40437.690900000016,40446.072900000014,True,-2470.342780845083
channel,9,15,qaoa,43481.24719999998,43489.62919999998,True,-2656.0849229752894
channel,9,15,qaoa,48527.276759999986,48535.658759999984,True,-2964.033995488505
channel,9,15,qaoa,53383.85760000005,53392.239600000044,True,-3260.421392248715
channel,9,15,qaoa,57209.223620000026,57217.605620000024,True,-3493.875814953794
channel,9,15,qaoa,61686.115119999995,61694.49711999999,True,-3767.0915321378384
channel,9,15,qaoa,66509.9831,66518.3651,True,-4061.482528604216
channel,9,15,qaoa,71306.13684000002,71314.51884000002,True,-4354.1821805388345
channel,9,15,qaoa,74862.84220000001,74871.22420000001,True,-4571.240781522293
channel,9,15,qaoa,78499.14332,78507.52532,True,-4793.156952239843
channel,9,15,qaoa,84164.05534000002,84172.43734000002,True,-5138.875181133447
channel,9,15,qaoa,92768.07739999995,92776.45939999995,True,-5663.96140620507
channel,9,15,qaoa,114401.64185999993,114410.02385999993,True,-6984.214494578148
channel,9,15,qaoa,207486.316,207494.698,True,-12664.985628746432
channel,9,16,qaoa,0.135999999999996,8.136999999999997,True,-2.1697804665110687
channel,9,16,qaoa,0.20899999999999802,8.209999999999999,True,-2.1713036291085013
channel,9,16,qaoa,0.24399999999999603,8.244999999999997,True,-2.1720339125456265
channel,9,16,qaoa,0.27665999999999735,8.27766,True,-2.1727153713186698
channel,9,16,qaoa,0.304999999999998,8.306,True,-2.17330669225033
channel,9,16,qaoa,0.339999999999996,8.340999999999998,True,-2.1740369756874554
channel,9,16,qaoa,0.375,8.376000000000001,True,-2.1747672591245806
channel,9,16,qaoa,0.40953999999999713,8.410539999999997,True,-2.175487944550818
channel,9,16,qaoa,0.430999999999998,8.431999999999999,True,-2.175935712623981
channel,9,16,qaoa,0.439999999999998,8.440999999999999,True,-2.1761234997935275
channel,9,16,qaoa,0.490999999999998,8.491999999999999,True,-2.177187627087624
channel,9,16,qaoa,0.6784199999999982,8.67942,True,-2.1810981905672238
channel,9,16,qaoa,1.962999999999996,9.963999999999997,True,-2.207901261929002
channel,9,16,qaoa,3.8434,11.8444,True,-2.2471362612195778
channel,9,16,qaoa,5.347399999999997,13.348399999999998,True,-2.278517583774899
channel,9,16,qaoa,5.855999999999994,13.856999999999996,True,-2.2891296453783805
channel,9,16,qaoa,6.1309999999999985,14.132,True,-2.2948675866700783
channel,9,16,qaoa,6.987819999999996,14.988819999999997,True,-2.312745342515723
channel,9,16,qaoa,8.000759999999998,16.001759999999997,True,-2.3338805797957676
channel,9,16,qaoa,12.341100000000006,20.34210000000001,True,-2.4244428201812482
channel,9,16,qaoa,13.304399999999998,21.3054,True,-2.4445423068950385
channel,9,16,qaoa,13.90162,21.90262,True,-2.4570034461613206
channel,9,16,qaoa,15.222199999999988,23.22319999999999,True,-2.484557666201285
channel,9,16,qaoa,18.379039999999993,26.380039999999994,True,-2.550425893791404
channel,9,16,qaoa,22.835399999999996,30.836399999999998,True,-2.643408919444749
channel,9,16,qaoa,26.961999999999996,34.962999999999994,True,-2.7295114232059112
channel,9,16,qaoa,32.792440000000006,40.793440000000004,True,-2.8511649592959687
channel,9,16,qaoa,36.70302,44.70402,True,-2.9327601536831946
channel,9,16,qaoa,39.79948,47.80048000000001,True,-2.997368538018068
channel,9,16,qaoa,43.874579999999995,51.87558,True,-3.082396481864603
channel,9,16,qaoa,48.43859999999999,56.439599999999984,True,-3.1776258593705444
channel,9,16,qaoa,56.573319999999974,64.57431999999997,True,-3.347358753131995
channel,9,16,qaoa,60.897079999999995,68.89808,True,-3.4375750478206886
channel,9,16,qaoa,67.98,75.98100000000001,True,-3.5853618810344754
channel,9,16,qaoa,78.23212000000001,86.23312000000001,True,-3.799274836217892
channel,9,16,qaoa,84.26360000000003,92.26460000000003,True,-3.9251231203707966
channel,9,16,qaoa,96.56627999999998,104.56727999999998,True,-4.181821504263679
channel,9,16,qaoa,111.79625999999999,119.79726,True,-4.499598708313606
channel,9,16,qaoa,130.88152,138.88252,True,-4.8978172589200994
channel,9,16,qaoa,150.539,158.54,True,-5.307975317766358
channel,9,16,qaoa,170.9178000000002,178.9188000000002,True,-5.733183892294539
channel,9,16,qaoa,186.811,194.812,True,-6.064799341520751
channel,9,16,qaoa,208.04779999999997,216.04879999999997,True,-6.507910292879023
channel,9,16,qaoa,246.65518000000006,254.65618000000006,True,-7.313462583301799
channel,9,16,qaoa,292.61968,300.62068,True,-8.272522956037207
channel,9,16,qaoa,344.04180000000014,352.0428000000001,True,-9.345457885690418
channel,9,16,qaoa,414.5057599999997,422.5067599999997,True,-10.815705397183258
channel,9,16,qaoa,490.61076,498.61176,True,-12.403654568109268
channel,9,16,qaoa,562.345,570.346,True,-13.900406778016725
channel,9,16,qaoa,619.4498599999986,627.4508599999986,True,-15.091913447655294
channel,9,16,qaoa,690.436,698.437,True,-16.573056370725258
channel,9,16,qaoa,773.6281,781.6291,True,-18.308879591572683
channel,9,16,qaoa,869.4112000000001,877.4122000000001,True,-20.30741706261562
channel,9,16,qaoa,987.3664600000002,995.3674600000002,True,-22.76858199689538
channel,9,16,qaoa,1086.8556800000001,1094.85668,True,-24.844448555138268
channel,9,16,qaoa,1229.1304000000002,1237.1314000000002,True,-27.81304488478454
channel,9,16,qaoa,1385.3546000000003,1393.3556000000003,True,-31.072700477302487
channel,9,16,qaoa,1573.872,1581.873,True,-35.006161472442436
channel,9,16,qaoa,1659.3689999999997,1667.3699999999997,True,-36.7900769874107
channel,9,16,qaoa,1845.4639200000006,1853.4649200000006,True,-40.6729923533859
channel,9,16,qaoa,1984.3545999999997,1992.3555999999996,True,-43.570979872673036
channel,9,16,qaoa,2142.4704200000006,2150.4714200000008,True,-46.870104572486284
channel,9,16,qaoa,2354.9834799999994,2362.9844799999996,True,-51.304240797937254
channel,9,16,qaoa,2640.971080000004,2648.972080000004,True,-57.27144101231377
channel,9,16,qaoa,3063.725839999996,3071.726839999996,True,-66.09232098927993
channel,9,16,qaoa,3439.3412000000008,3447.342200000001,True,-73.9296260217887
channel,9,16,qaoa,3801.291,3809.2920000000004,True,-81.48179585066765
channel,9,16,qaoa,4050.0429999999997,4058.044,True,-86.67206629500356
channel,9,16,qaoa,4558.4302,4566.4312,True,-97.27968777518743
channel,9,16,qaoa,5322.557020000019,5330.5580200000195,True,-113.22337807544832
channel,9,16,qaoa,6057.725400000011,6065.726400000011,True,-128.56284354436627
channel,9,16,qaoa,6972.0684,6980.0694,True,-147.64083065154685
channel,9,16,qaoa,8712.808159999999,8720.809159999999,True,-183.96178536792462
channel,9,16,qaoa,10521.81418,10529.81518,True,-221.70713205551613
channel,9,16,qaoa,12618.34379999998,12626.34479999998,True,-265.4517279677529
channel,9,16,qaoa,15199.242,15207.243,True,-319.30279106392857
channel,9,16,qaoa,16883.529360000022,16891.530360000022,True,-354.4458528458507
channel,9,16,qaoa,19501.190020000002,19509.191020000002,True,-409.06397353191056
channel,9,16,qaoa,21076.21,21084.211,True,-441.927145090059
channel,9,16,qaoa,22301.64380000001,22309.64480000001,True,-467.49611673101185
channel,9,16,qaoa,26987.915000000023,26995.916000000023,True,-565.2762949949162
channel,9,16,qaoa,30066.483,30074.484,True,-629.5113584367306
channel,9,16,qaoa,30066.483,30074.484,True,-629.5113584367306
channel,9,16,qaoa,30066.483,30074.484,True,-629.5113584367306
channel,9,16,qaoa,30066.483,30074.484,True,-629.5113584367306
channel,9,16,qaoa,33371.82029999999,33379.82129999999,True,-698.4780179882158
channel,9,16,qaoa,38236.13444,38244.13544,True,-799.9731051143791
channel,9,16,qaoa,40437.690900000016,40445.69190000001,True,-845.9091113610621
channel,9,16,qaoa,43481.24719999998,43489.24819999998,True,-909.4136472424308
channel,9,16,qaoa,48527.276759999986,48535.27775999998,True,-1014.7002704113437
channel,9,16,qaoa,53383.85760000005,53391.85860000004,True,-1116.0340003688132
channel,9,16,qaoa,57209.223620000026,57217.22462000002,True,-1195.851184521595
channel,9,16,qaoa,61686.115119999995,61694.11611999999,True,-1289.2626048717775
channel,9,16,qaoa,66509.9831,66517.9841,True,-1389.9137731195603
channel,9,16,qaoa,71306.13684000002,71314.13784000002,True,-1489.9866770689289
channel,9,16,qaoa,74862.84220000001,74870.84320000002,True,-1564.1981917872795
channel,9,16,qaoa,78499.14332,78507.14432,True,-1640.070491225441
channel,9,16,qaoa,84164.05534000002,84172.05634000002,True,-1758.2702461105048
channel,9,16,qaoa,92768.07739999995,92776.07839999995,True,-1937.7952404841458
channel,9,16,qaoa,114401.64185999993,114409.64285999993,True,-2389.1847779446443
channel,9,16,qaoa,207486.316,207494.31699999998,True,-4331.418942934203
channel,9,17,qaoa,0.135999999999996,7.3749999999999964,True,-2.3437083184583365
channel,9,17,qaoa,0.20899999999999802,7.447999999999999,True,-2.347110448254602
channel,9,17,qaoa,0.24399999999999603,7.482999999999997,True,-2.348741606376099
channel,9,17,qaoa,0.27665999999999735,7.515659999999998,True,-2.350263709926045
channel,9,17,qaoa,0.304999999999998,7.543999999999999,True,-2.3515844819592804
channel,9,17,qaoa,0.339999999999996,7.578999999999997,True,-2.3532156400807773
channel,9,17,qaoa,0.375,7.614000000000001,True,-2.3548467982022747
channel,9,17,qaoa,0.40953999999999713,7.648539999999998,True,-2.3564565182456034
channel,9,17,qaoa,0.430999999999998,7.669999999999999,True,-2.35745665119667
channel,9,17,qaoa,0.439999999999998,7.6789999999999985,True,-2.3578760918564834
channel,9,17,qaoa,0.490999999999998,7.729999999999999,True,-2.360252922262094
channel,9,17,qaoa,0.6784199999999982,7.917419999999999,True,-2.3689875409801227
channel,9,17,qaoa,1.962999999999996,9.201999999999996,True,-2.4288547724004896
channel,9,17,qaoa,3.8434,11.0824,True,-2.5164899075908704
channel,9,17,qaoa,5.347399999999997,12.586399999999998,True,-2.5865831022974923
channel,9,17,qaoa,5.855999999999994,13.094999999999995,True,-2.6102861600287346
channel,9,17,qaoa,6.1309999999999985,13.37,True,-2.623102402411927
channel,9,17,qaoa,6.987819999999996,14.226819999999996,True,-2.663034085316533
channel,9,17,qaoa,8.000759999999998,15.239759999999999,True,-2.7102416655333723
channel,9,17,qaoa,12.341100000000006,19.58010000000001,True,-2.9125211181350616
channel,9,17,qaoa,13.304399999999998,20.5434,True,-2.9574152500904396
channel,9,17,qaoa,13.90162,21.14062,True,-2.985248400185313
channel,9,17,qaoa,15.222199999999988,22.46119999999999,True,-3.046793394244934
channel,9,17,qaoa,18.379039999999993,25.618039999999993,True,-3.1939164000811395
channel,9,17,qaoa,22.835399999999996,30.074399999999997,True,-3.401602908833003
channel,9,17,qaoa,26.961999999999996,34.20099999999999,True,-3.5939211118092977
channel,9,17,qaoa,32.792440000000006,40.03144,True,-3.865645956320786
channel,9,17,qaoa,36.70302,43.94202,True,-4.0478966513712
channel,9,17,qaoa,39.79948,47.03848000000001,True,-4.192205676425234
channel,9,17,qaoa,43.874579999999995,51.11358,True,-4.38212374673704
channel,9,17,qaoa,48.43859999999999,55.677599999999984,True,-4.5948276978706275
channel,9,17,qaoa,56.573319999999974,63.81231999999997,True,-4.973942400559359
channel,9,17,qaoa,60.897079999999995,68.13607999999999,True,-5.175449150256638
channel,9,17,qaoa,67.98,75.21900000000001,True,-5.505545221168492
channel,9,17,qaoa,78.23212000000001,85.47112000000001,True,-5.983340329756029
channel,9,17,qaoa,84.26360000000003,91.50260000000003,True,-6.264434546517397
channel,9,17,qaoa,96.56627999999998,103.80527999999998,True,-6.837795015036854
channel,9,17,qaoa,111.79625999999999,119.03526,True,-7.5475808883865625
channel,9,17,qaoa,130.88152,138.12052,True,-8.43704022695472
channel,9,17,qaoa,150.539,157.778,True,-9.353167602673821
channel,9,17,qaoa,170.9178000000002,178.1568000000002,True,-10.30291174914146
channel,9,17,qaoa,186.811,194.05,True,-11.043606670757997
channel,9,17,qaoa,208.04779999999997,215.28679999999997,True,-12.033337493461183
channel,9,17,qaoa,246.65518000000006,253.89418000000006,True,-13.83261582022485
channel,9,17,qaoa,292.61968,299.85868,True,-15.974769176669351
channel,9,17,qaoa,344.04180000000014,351.2808000000001,True,-18.37127228131516
channel,9,17,qaoa,414.5057599999997,421.7447599999997,True,-21.65521115636809
channel,9,17,qaoa,490.61076,497.84976,True,-25.202047980269352
channel,9,17,qaoa,562.345,569.5840000000001,True,-28.545187642138746
channel,9,17,qaoa,619.4498599999986,626.6888599999986,True,-31.206532104023253
channel,9,17,qaoa,690.436,697.6750000000001,True,-34.51480692615865
channel,9,17,qaoa,773.6281,780.8671,True,-38.39193462785598
channel,9,17,qaoa,869.4112000000001,876.6502000000002,True,-42.85585981263249
channel,9,17,qaoa,987.3664600000002,994.6054600000002,True,-48.35310782184143
channel,9,17,qaoa,1086.8556800000001,1094.0946800000002,True,-52.989754941967725
channel,9,17,qaoa,1229.1304000000002,1236.3694000000003,True,-59.620399656588845
channel,9,17,qaoa,1385.3546000000003,1392.5936000000004,True,-66.90115315957175
channel,9,17,qaoa,1573.872,1581.111,True,-75.68691567538701
channel,9,17,qaoa,1659.3689999999997,1666.6079999999997,True,-79.67146213006257
channel,9,17,qaoa,1845.4639200000006,1852.7029200000006,True,-88.34432613370176
channel,9,17,qaoa,1984.3545999999997,1991.5935999999997,True,-94.81725929605221
channel,9,17,qaoa,2142.4704200000006,2149.7094200000006,True,-102.18617083691477
channel,9,17,qaoa,2354.9834799999994,2362.2224799999995,True,-112.09023951529242
channel,9,17,qaoa,2640.971080000004,2648.210080000004,True,-125.41855369779235
channel,9,17,qaoa,3063.725839999996,3070.964839999996,True,-145.12083541709472
channel,9,17,qaoa,3439.3412000000008,3446.580200000001,True,-162.6262081320404
channel,9,17,qaoa,3801.291,3808.53,True,-179.49470401330564
channel,9,17,qaoa,4050.0429999999997,4057.2819999999997,True,-191.08767101441043
channel,9,17,qaoa,4558.4302,4565.669199999999,True,-214.78081130427375
channel,9,17,qaoa,5322.557020000019,5329.796020000019,True,-250.39257325561243
channel,9,17,qaoa,6057.725400000011,6064.964400000011,True,-284.654741075753
channel,9,17,qaoa,6972.0684,6979.3074,True,-327.26725565529836
channel,9,17,qaoa,8712.808159999999,8720.047159999998,True,-408.3935927106432
channel,9,17,qaoa,10521.81418,10529.053179999999,True,-492.7014458923664
channel,9,17,qaoa,12618.34379999998,12625.58279999998,True,-590.4091977958632
channel,9,17,qaoa,15199.242,15206.481,True,-710.690713786935
channel,9,17,qaoa,16883.529360000022,16890.768360000024,True,-789.1861139640522
channel,9,17,qaoa,19501.190020000002,19508.429020000003,True,-911.1809266749855
channel,9,17,qaoa,21076.21,21083.449,True,-984.5839733006237
channel,9,17,qaoa,22301.64380000001,22308.88280000001,True,-1041.6947245928288
channel,9,17,qaoa,26987.915000000023,26995.154000000024,True,-1260.0961339476405
channel,9,17,qaoa,30066.483,30073.722,True,-1403.571310969964
channel,9,17,qaoa,30066.483,30073.722,True,-1403.571310969964
channel,9,17,qaoa,30066.483,30073.722,True,-1403.571310969964
channel,9,17,qaoa,30066.483,30073.722,True,-1403.571310969964
channel,9,17,qaoa,33371.82029999999,33379.05929999999,True,-1557.6149618608952
channel,9,17,qaoa,38236.13444,38243.37344,True,-1784.3139765744563
channel,9,17,qaoa,40437.690900000016,40444.92990000002,True,-1886.9164537077029
channel,9,17,qaoa,43481.24719999998,43488.486199999985,True,-2028.7599273356711
channel,9,17,qaoa,48527.276759999986,48534.51575999999,True,-2263.927701567354
channel,9,17,qaoa,53383.85760000005,53391.09660000005,True,-2490.2663095637467
channel,9,17,qaoa,57209.223620000026,57216.46262000003,True,-2668.5456481701
channel,9,17,qaoa,61686.115119999995,61693.354119999996,True,-2877.189017578291
channel,9,17,qaoa,66509.9831,66517.2221,True,-3102.0030585099266
channel,9,17,qaoa,71306.13684000002,71313.37584000002,True,-3325.52549065136
channel,9,17,qaoa,74862.84220000001,74870.08120000002,True,-3491.2840287581193
channel,9,17,qaoa,78499.14332,78506.38232,True,-3660.7520888751856
channel,9,17,qaoa,84164.05534000002,84171.29434000002,True,-3924.7625817034736
channel,9,17,qaoa,92768.07739999995,92775.31639999995,True,-4325.748880580899
channel,9,17,qaoa,114401.64185999993,114408.88085999993,True,-5333.970719605526
channel,9,17,qaoa,207486.316,207493.555,True,-9672.137068473545
channel,9,18,qaoa,0.135999999999996,8.136999999999997,True,-2.6484925888610937
channel,9,18,qaoa,0.20899999999999802,8.209999999999999,True,-2.654310452814254
channel,9,18,qaoa,0.24399999999999603,8.244999999999997,True,-2.657099839641111
channel,9,18,qaoa,0.27665999999999735,8.27766,True,-2.659702736034401
channel,9,18,qaoa,0.304999999999998,8.306,True,-2.661961342396491
channel,9,18,qaoa,0.339999999999996,8.340999999999998,True,-2.664750729223348
channel,9,18,qaoa,0.375,8.376000000000001,True,-2.6675401160502057
channel,9,18,qaoa,0.40953999999999713,8.410539999999997,True,-2.670292842364481
channel,9,18,qaoa,0.430999999999998,8.431999999999999,True,-2.6720031349731777
channel,9,18,qaoa,0.439999999999998,8.440999999999999,True,-2.6727204058715124
channel,9,18,qaoa,0.490999999999998,8.491999999999999,True,-2.676784940962076
channel,9,18,qaoa,0.6784199999999982,8.67942,True,-2.6917217089360648
channel,9,18,qaoa,1.962999999999996,9.963999999999997,True,-2.794098581223048
channel,9,18,qaoa,3.8434,11.8444,True,-2.9439603809151214
channel,9,18,qaoa,5.347399999999997,13.348399999999998,True,-3.0638243177035056
channel,9,18,qaoa,5.855999999999994,13.856999999999996,True,-3.1043580931360673
channel,9,18,qaoa,6.1309999999999985,14.132,True,-3.126274703918518
channel,9,18,qaoa,6.987819999999996,14.988819999999997,True,-3.1945604873753153
channel,9,18,qaoa,8.000759999999998,16.001759999999997,True,-3.275288530015227
channel,9,18,qaoa,12.341100000000006,20.34210000000001,True,-3.6211995934461436
channel,9,18,qaoa,13.304399999999998,21.3054,True,-3.697971488597905
channel,9,18,qaoa,13.90162,21.90262,True,-3.7455679914760696
channel,9,18,qaoa,15.222199999999988,23.22319999999999,True,-3.850813947356391
channel,9,18,qaoa,18.379039999999993,26.380039999999994,True,-4.102403887656288
channel,9,18,qaoa,22.835399999999996,30.836399999999998,True,-4.457561369934403
channel,9,18,qaoa,26.961999999999996,34.962999999999994,True,-4.786438046497533
channel,9,18,qaoa,32.792440000000006,40.793440000000004,True,-5.25110526166274
channel,9,18,qaoa,36.70302,44.70402,True,-5.5627658427305064
channel,9,18,qaoa,39.79948,47.80048000000001,True,-5.809543692270242
channel,9,18,qaoa,43.874579999999995,51.87558,True,-6.134315985359567
channel,9,18,qaoa,48.43859999999999,56.439599999999984,True,-6.498053621517094
channel,9,18,qaoa,56.573319999999974,64.57431999999997,True,-7.146364501750609
channel,9,18,qaoa,60.897079999999995,68.89808,True,-7.490954192793262
channel,9,18,qaoa,67.98,75.98100000000001,True,-8.055440014041391
channel,9,18,qaoa,78.23212000000001,86.23312000000001,True,-8.87250082762313
channel,9,18,qaoa,84.26360000000003,92.26460000000003,True,-9.353190280721805
channel,9,18,qaoa,96.56627999999998,104.56727999999998,True,-10.333674095780127
channel,9,18,qaoa,111.79625999999999,119.79726,True,-11.547454255360156
channel,9,18,qaoa,130.88152,138.88252,True,-13.068487764821517
channel,9,18,qaoa,150.539,158.54,True,-14.635125357999
channel,9,18,qaoa,170.9178000000002,178.9188000000002,True,-16.259249822775033
channel,9,18,qaoa,186.811,194.812,True,-17.525886471821
channel,9,18,qaoa,208.04779999999997,216.04879999999997,True,-19.21839076223826
channel,9,18,qaoa,246.65518000000006,254.65618000000006,True,-22.295274110566158
channel,9,18,qaoa,292.61968,300.62068,True,-25.958496133511435
channel,9,18,qaoa,344.04180000000014,352.0428000000001,True,-30.056672823142247
channel,9,18,qaoa,414.5057599999997,422.5067599999997,True,-35.672422588633744
channel,9,18,qaoa,490.61076,498.61176,True,-41.737745001718885
channel,9,18,qaoa,562.345,570.346,True,-47.454731975736706
channel,9,18,qaoa,619.4498599999986,627.4508599999986,True,-52.00580466812326
channel,9,18,qaoa,690.436,698.437,True,-57.66317049113629
channel,9,18,qaoa,773.6281,781.6291,True,-64.29331185795343
channel,9,18,qaoa,869.4112000000001,877.4122000000001,True,-71.92691521154089
channel,9,18,qaoa,987.3664600000002,995.3674600000002,True,-81.32756802304186
channel,9,18,qaoa,1086.8556800000001,1094.85668,True,-89.25653715682223
channel,9,18,qaoa,1229.1304000000002,1237.1314000000002,True,-100.59537229290278
channel,9,18,qaoa,1385.3546000000003,1393.3556000000003,True,-113.04593587908361
channel,9,18,qaoa,1573.872,1581.873,True,-128.07016308460925
channel,9,18,qaoa,1659.3689999999997,1667.3699999999997,True,-134.88399752848989
channel,9,18,qaoa,1845.4639200000006,1853.4649200000006,True,-149.7151609111492
channel,9,18,qaoa,1984.3545999999997,1992.3555999999996,True,-160.78429900158514
channel,9,18,qaoa,2142.4704200000006,2150.4714200000008,True,-173.38561858517804
