task,size_label,seed,aggregation,optimum_probability,hit_probability_1024,expected_normalized_cost
placement,12,26,observed_circular_medoid,0.002913196518730395,0.9495850182004658,0.05583759060296583
placement,12,27,circular_mean,0.0007594261517935146,0.5406522882610336,0.12457570689938627
placement,12,27,component_circular_median,0.003628821019159581,0.9758306812405885,0.04946368817939118
placement,12,27,observed_circular_medoid,0.00366948398889893,0.9768199354001342,0.04966907135737428
placement,12,28,circular_mean,0.0007617805324202835,0.5417592301708964,0.1252165832226126
placement,12,28,component_circular_median,0.003689549497947115,0.9772930814274886,0.050201991691824925
placement,12,28,observed_circular_medoid,0.0037384564574621647,0.9784062862750544,0.050398326688517736
placement,12,29,circular_mean,0.0007217816326865869,0.5225860077741071,0.12186064028786667
placement,12,29,component_circular_median,0.003474429449273467,0.9716750092782455,0.048616413961068264
placement,12,29,observed_circular_medoid,0.0035288966681053867,0.9732168205584616,0.04879446577915003
routing,6,15,circular_mean,0.04676089303707454,1.0,0.06746963227383912
routing,6,15,component_circular_median,0.04731540002513026,1.0,0.06733001764050406
routing,6,15,observed_circular_medoid,0.04712938442628284,1.0,0.06746113384508493
routing,6,16,circular_mean,0.04289879014618107,1.0,0.06649644264926116
routing,6,16,component_circular_median,0.04343481900229655,1.0,0.06646661002478141
routing,6,16,observed_circular_medoid,0.04310948281050902,1.0,0.06645717083552154
routing,6,17,circular_mean,0.04868638240629391,1.0,0.08277157907291934
routing,6,17,component_circular_median,0.0492144006107623,1.0,0.08419639419724624
routing,6,17,observed_circular_medoid,0.049080331049368285,1.0,0.08395066409889901
routing,6,18,circular_mean,0.05713842815205987,1.0,0.08034992801143821
routing,6,18,component_circular_median,0.05799308967318667,1.0,0.07998675414932677
routing,6,18,observed_circular_medoid,0.0579422735387187,1.0,0.07963276493430063
routing,6,19,circular_mean,0.04172928371509156,1.0,0.069705637139534
routing,6,19,component_circular_median,0.042320198113794484,1.0,0.06971170777167565
routing,6,19,observed_circular_medoid,0.04209673518175997,1.0,0.06973979779605077
routing,6,20,circular_mean,0.0452758841121088,1.0,0.06090248066771226
routing,6,20,component_circular_median,0.045662107333262446,1.0,0.06114979395623735
routing,6,20,observed_circular_medoid,0.04534536339081105,1.0,0.06118856558441911
routing,6,21,circular_mean,0.04337187960529513,1.0,0.061558970320250365
routing,6,21,component_circular_median,0.04386721589340201,1.0,0.06160386808583381
routing,6,21,observed_circular_medoid,0.04360023937244492,1.0,0.06160005170883271
routing,6,22,circular_mean,0.03645312834974812,1.0,0.05769615099777239
routing,6,22,component_circular_median,0.03676937291980809,1.0,0.05845483489772153
routing,6,22,observed_circular_medoid,0.036209226832964445,1.0,0.058497523204693855
routing,6,23,circular_mean,0.0448148395283922,1.0,0.07094957004152985
routing,6,23,component_circular_median,0.04545964423279787,1.0,0.07111845137523114
routing,6,23,observed_circular_medoid,0.04527030371204485,1.0,0.07101565855069256
routing,6,24,circular_mean,0.051492022851783,1.0,0.06705064777659922
routing,6,24,component_circular_median,0.052096807655359796,1.0,0.06713426791240673
routing,6,24,observed_circular_medoid,0.05181670859064396,1.0,0.06715432039089397
routing,6,25,circular_mean,0.04764837282251124,1.0,0.05906736526937516
routing,6,25,component_circular_median,0.04810410830124061,1.0,0.05914668093799466
routing,6,25,observed_circular_medoid,0.04774794211595823,1.0,0.059200055937798514
routing,6,26,circular_mean,0.047034118870391564,1.0,0.07512345659816436
routing,6,26,component_circular_median,0.0475970332262889,1.0,0.07545639724845807
routing,6,26,observed_circular_medoid,0.047262679494329836,1.0,0.07561489799133594
routing,6,27,circular_mean,0.04147338580639567,1.0,0.052136419994981684
routing,6,27,component_circular_median,0.041836890243810106,1.0,0.05193901455634285
routing,6,27,observed_circular_medoid,0.04178599415532796,1.0,0.05192821766080119
routing,6,28,circular_mean,0.04402873289101593,1.0,0.05830988031665619
routing,6,28,component_circular_median,0.044431239604572355,1.0,0.05861274100164524
routing,6,28,observed_circular_medoid,0.04400545744622186,1.0,0.058805237618571544
routing,6,29,circular_mean,0.05457700421511858,1.0,0.0779210912627522
routing,6,29,component_circular_median,0.0553215712312296,1.0,0.07762469084470794
routing,6,29,observed_circular_medoid,0.05522161656142148,1.0,0.07752173655265265
routing,8,15,circular_mean,0.0040737755305288725,0.984702506106377,0.195461658370209
routing,8,15,component_circular_median,0.02580204653731112,0.99999999999763,0.03305063337809301
routing,8,15,observed_circular_medoid,0.02580204653731112,0.99999999999763,0.03305063337809301
routing,8,16,circular_mean,0.004110577416925431,0.985270547840394,0.19088327477376194
routing,8,16,component_circular_median,0.01756998616355024,0.9999999869123736,0.0481653310979271
routing,8,16,observed_circular_medoid,0.01756998616355024,0.9999999869123736,0.0481653310979271
routing,8,17,circular_mean,0.0041364273790678524,0.9856568988020403,0.19023440385176657
routing,8,17,component_circular_median,0.020848343299478884,0.9999999995730646,0.05395506001856776
routing,8,17,observed_circular_medoid,0.020848343299478884,0.9999999995730646,0.05395506001856776
routing,8,18,circular_mean,0.004142759726120484,0.9857499873215847,0.20354016959024968
routing,8,18,component_circular_median,0.022126328548023013,0.9999999998879171,0.05357019350452733
routing,8,18,observed_circular_medoid,0.022126328548023013,0.9999999998879171,0.05357019350452733
routing,8,19,circular_mean,0.004100248862088593,0.9851132868914563,0.1714346985965578
routing,8,19,component_circular_median,0.022837337908857044,0.9999999999467808,0.04183788193962881
routing,8,19,observed_circular_medoid,0.022837337908857044,0.9999999999467808,0.04183788193962881
routing,8,20,circular_mean,0.004085890461621295,0.984891877588287,0.17721620019737966
routing,8,20,component_circular_median,0.02062796301607914,0.999999999462418,0.04572101179941157
routing,8,20,observed_circular_medoid,0.02062796301607914,0.999999999462418,0.04572101179941157
routing,8,21,circular_mean,0.0040589719607318575,0.9844678857766985,0.17081951048094962
routing,8,21,component_circular_median,0.020449722805450203,0.9999999993523007,0.03828734707065241
routing,8,21,observed_circular_medoid,0.020449722805450203,0.9999999993523007,0.03828734707065241
routing,8,22,circular_mean,0.004013649772254544,0.9837269922171173,0.15751702920044472
routing,8,22,component_circular_median,0.01670186996018642,0.9999999676660789,0.03911301295654404
routing,8,22,observed_circular_medoid,0.01670186996018642,0.9999999676660789,0.03911301295654404
routing,8,23,circular_mean,0.004148776950862276,0.9858378840694682,0.19354446531323255
routing,8,23,component_circular_median,0.01694603700353382,0.999999974926503,0.05420611350992172
routing,8,23,observed_circular_medoid,0.01694603700353382,0.999999974926503,0.05420611350992172
routing,8,24,circular_mean,0.004111742831199742,0.9852881877288464,0.19741914036557934
routing,8,24,component_circular_median,0.020655327013104532,0.999999999477581,0.049629820506782475
routing,8,24,observed_circular_medoid,0.020655327013104532,0.999999999477581,0.049629820506782475
routing,8,25,circular_mean,0.004107485299663537,0.9852236426080763,0.18966333362789428
routing,8,25,component_circular_median,0.023601594843419244,0.9999999999761158,0.033075565232547365
routing,8,25,observed_circular_medoid,0.023601594843419244,0.9999999999761158,0.033075565232547365
routing,8,26,circular_mean,0.0040831883106203695,0.9848498435570505,0.17042954874163502
routing,8,26,component_circular_median,0.020078535324194534,0.9999999990453124,0.044318784578988316
routing,8,26,observed_circular_medoid,0.020078535324194534,0.9999999990453124,0.044318784578988316
routing,8,27,circular_mean,0.004056505577433696,0.9844284484276278,0.170414870002872
routing,8,27,component_circular_median,0.016192310695284887,0.9999999450386078,0.04409013697618768
routing,8,27,observed_circular_medoid,0.016192310695284887,0.9999999450386078,0.04409013697618768
routing,8,28,circular_mean,0.004081149932294342,0.9848180577276939,0.18281780541077536
routing,8,28,component_circular_median,0.020604383704470906,0.9999999994490001,0.05485650934155725
routing,8,28,observed_circular_medoid,0.020604383704470906,0.9999999994490001,0.05485650934155725
routing,8,29,circular_mean,0.004004876374923947,0.9835795436845526,0.16828699093439017
routing,8,29,component_circular_median,0.01671919001393874,0.9999999682440623,0.04786536611701626
routing,8,29,observed_circular_medoid,0.01671919001393874,0.9999999682440623,0.04786536611701626
routing,9,15,circular_mean,0.002127676828292923,0.8870784776027651,0.1758693203552763
routing,9,15,component_circular_median,0.01047300306553489,0.9999792072968534,0.04833028853531278
routing,9,15,observed_circular_medoid,0.009856213200181218,0.9999606427273633,0.048841233423236416
routing,9,16,circular_mean,0.002134429276377552,0.8878582370110454,0.16559574752362727
routing,9,16,component_circular_median,0.009011930239900942,0.9999057962069512,0.04053861669030705
routing,9,16,observed_circular_medoid,0.009061543283256689,0.9999105040472578,0.04097016664328826
routing,9,17,circular_mean,0.002153124944507683,0.889989224695864,0.19432937847159593
routing,9,17,component_circular_median,0.012039605483752507,0.9999958952782692,0.057172972632371734
routing,9,17,observed_circular_medoid,0.011385467324815308,0.9999919157806926,0.05823236011777703
routing,9,18,circular_mean,0.002131542062722195,0.8875254877338075,0.20063037757410113
routing,9,18,component_circular_median,0.010982472021310053,0.9999877288794077,0.07199155249003068
routing,9,18,observed_circular_medoid,0.01086555318119026,0.9999861498536955,0.07098401135580194
routing,9,19,circular_mean,0.0021361114759109426,0.888051655672531,0.18337766449950849
routing,9,19,component_circular_median,0.009790047604665697,0.999957855402558,0.04813432898141239
routing,9,19,observed_circular_medoid,0.009482531849977785,0.9999420797773274,0.0493436079341112
routing,9,20,circular_mean,0.002096628226310658,0.8834227493176985,0.1675777057349534
routing,9,20,component_circular_median,0.009909574127073065,0.9999627558911496,0.058320044736298
routing,9,20,observed_circular_medoid,0.009162759254859853,0.9999193922230374,0.05806570352520004
routing,9,21,circular_mean,0.0021277160560453823,0.887083023152318,0.16947321714658817
routing,9,21,component_circular_median,0.009444367471335811,0.9999397489328459,0.053531801401072
routing,9,21,observed_circular_medoid,0.009030934936247199,0.9999076281318551,0.05328054521323056
routing,9,22,circular_mean,0.0020591235285484116,0.8788488516039372,0.14468633431763245
routing,9,22,component_circular_median,0.006912652417673291,0.9991774779041437,0.05400480994509773
routing,9,22,observed_circular_medoid,0.006633397750456512,0.9989030574075471,0.05376639088079808
routing,9,23,circular_mean,0.002167734438182261,0.8916262602406959,0.18789403130536342
routing,9,23,component_circular_median,0.01149026249306079,0.9999927473851419,0.0546213312252576
routing,9,23,observed_circular_medoid,0.011028196683697845,0.9999882962944933,0.056330916640486964
routing,9,24,circular_mean,0.0021367605730913905,0.8881261994773005,0.20669449620761962
routing,9,24,component_circular_median,0.011151700609930246,0.9999897012839841,0.06759437267070681
routing,9,24,observed_circular_medoid,0.011132445642977896,0.9999894938743786,0.0660815157105897
routing,9,25,circular_mean,0.0021154020831631007,0.8856471152598053,0.1443862745692981
routing,9,25,component_circular_median,0.00896551109033726,0.9999011676684171,0.04442910498922974
routing,9,25,observed_circular_medoid,0.008761258724941923,0.9998779477037043,0.04354084990260804
routing,9,26,circular_mean,0.002143319411370852,0.888876654988831,0.1874608850147187
routing,9,26,component_circular_median,0.012245136831053589,0.9999966829132675,0.04172189649476765
routing,9,26,observed_circular_medoid,0.011232823012190817,0.999990531129474,0.043711769150087815
routing,9,27,circular_mean,0.002120636540517034,0.8862597106030745,0.17791312379266203
routing,9,27,component_circular_median,0.009739700056086884,0.9999556030491444,0.06499625744121237
routing,9,27,observed_circular_medoid,0.00980605173704866,0.9999585471718964,0.0632644789008405
routing,9,28,circular_mean,0.0021144278300245594,0.8855327338422576,0.1688158816821438
routing,9,28,component_circular_median,0.009394137061676017,0.9999365377450572,0.039928254569531835
routing,9,28,observed_circular_medoid,0.008926850996921474,0.9998971398717225,0.04097105562698314
routing,9,29,circular_mean,0.0021361100032912987,0.8880514864971135,0.16488110413564347
routing,9,29,component_circular_median,0.009984739330662747,0.9999655416518228,0.04537563564436475
routing,9,29,observed_circular_medoid,0.009433347860819605,0.9999390586522565,0.045829436723100025
routing,12,15,circular_mean,0.0011367936645745296,0.6879958755639012,0.07255551445417888
routing,12,15,component_circular_median,0.003889966795201442,0.9815205070646125,0.032029608917373165
routing,12,15,observed_circular_medoid,0.0038196336546862564,0.9801349587730105,0.03200953719500299
routing,12,16,circular_mean,0.0009602109318432021,0.6260855919317205,0.0709656816121575
routing,12,16,component_circular_median,0.0026388429161406006,0.9331795921680351,0.0402316022787801
routing,12,16,observed_circular_medoid,0.0026480412117772835,0.9338076749182332,0.04020199562680006
routing,12,17,circular_mean,0.0011018379633761068,0.6766125449740326,0.06387439827724006
routing,12,17,component_circular_median,0.00497198564374746,0.9939276668761041,0.03553765930316277
routing,12,17,observed_circular_medoid,0.004683348956482743,0.991827779351235,0.03590783622332716
routing,12,18,circular_mean,0.0010790049078028593,0.6689538712545653,0.057703979477008685
routing,12,18,component_circular_median,0.004215797755136826,0.986781029318619,0.03746883011763304
routing,12,18,observed_circular_medoid,0.003988674727533981,0.9833037364423914,0.03791030189413512
routing,12,19,circular_mean,0.0012038008873277986,0.7087096265830615,0.06959653211214814
routing,12,19,component_circular_median,0.0044754354691143305,0.989878887966645,0.030423789898007925
routing,12,19,observed_circular_medoid,0.004351013136129784,0.9884971275054588,0.03073371756065907
routing,12,20,circular_mean,0.0012975280945849888,0.7353988041237711,0.06698416184287265
routing,12,20,component_circular_median,0.007431778690798742,0.9995184790001755,0.029801981396186845
routing,12,20,observed_circular_medoid,0.006845888114882716,0.9991188608463881,0.030331619570700453
routing,12,21,circular_mean,0.0010277823078131945,0.6511071061662136,0.06451616439912808
routing,12,21,component_circular_median,0.0026127288157973827,0.9313638214600666,0.02952958839582802
routing,12,21,observed_circular_medoid,0.0026383886400546627,0.933148419233456,0.0295455493858961
routing,12,22,circular_mean,0.0008766652206137196,0.59265667937169,0.05759563269832389
routing,12,22,component_circular_median,0.0034636591345806904,0.9713597900081063,0.03495246179822524
routing,12,22,observed_circular_medoid,0.003287620797158066,0.9656814680937789,0.03501983401227859
routing,12,23,circular_mean,0.000993077894566975,0.6384724517441985,0.061388322550991
routing,12,23,component_circular_median,0.004392494833481986,0.988977562007498,0.029688177169762995
routing,12,23,observed_circular_medoid,0.0041849883620050056,0.9863555224365709,0.029737473386146508
routing,12,24,circular_mean,0.0009657432101525212,0.6281998784436702,0.06892212309000129
routing,12,24,component_circular_median,0.00458691716230454,0.9909754678146705,0.038735735461019404
routing,12,24,observed_circular_medoid,0.004335612231703593,0.9883134792200577,0.03875762680686124
routing,12,25,circular_mean,0.000976859154154916,0.6324120503619307,0.06675557938871607
routing,12,25,component_circular_median,0.0030456858480734286,0.9559989327450815,0.02730499741137961
routing,12,25,observed_circular_medoid,0.003039488732641744,0.9557179633169117,0.02699306842924378
routing,12,26,circular_mean,0.0010731920160633596,0.6669753401483998,0.06420046788897917
routing,12,26,component_circular_median,0.0036562610550327696,0.9765027665724076,0.03623870032453079
routing,12,26,observed_circular_medoid,0.0035841729584548373,0.9746958324470815,0.03646873089097312
routing,12,27,circular_mean,0.0011265943474718274,0.6847164663810832,0.061546187722391815
routing,12,27,component_circular_median,0.0035650369373726163,0.974193286020003,0.02427620782862284
routing,12,27,observed_circular_medoid,0.003539763054831603,0.9735142352060413,0.024146324801573842
routing,12,28,circular_mean,0.0009681933566346651,0.6291324377510723,0.061422134551479914
routing,12,28,component_circular_median,0.0031446890368891467,0.9602535765119018,0.02505177307177632
routing,12,28,observed_circular_medoid,0.003108105841114894,0.9587315394864624,0.02499157506074342
routing,12,29,circular_mean,0.0009792571984592678,0.6333144725381646,0.06836407127982337
routing,12,29,component_circular_median,0.004354696986902926,0.9885406266164393,0.030980730083195327
routing,12,29,observed_circular_medoid,0.0041601986650014085,0.9860032399332221,0.030877145579577832
