task,size_label,n_vars,seed,algorithm,profile,shots,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,success_prob,gamma,beta,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence
channel,8,8,25,qaoa_transfer,nominal,64,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,0.5282,0.0,0.021293413349517037,True,-2.021293413349517,modeled_qpu
channel,8,8,25,qaoa_transfer,stressed,64,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,5.1328,0.0,0.20691940939114167,True,-2.2069194093911415,modeled_qpu
channel,8,8,25,qaoa_transfer,optimistic,256,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,0.01506,0.0,0.000607116253395923,False,-0.000607116253395923,modeled_qpu
channel,8,8,25,qaoa_transfer,nominal,256,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,0.5378000000000001,0.0,0.021680419726183762,True,-2.021680419726184,modeled_qpu
channel,8,8,25,qaoa_transfer,stressed,256,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,5.1712,0.0,0.20846743489780858,True,-2.2084674348978086,modeled_qpu
channel,8,8,25,qaoa_transfer,optimistic,1024,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,0.022740000000000003,0.0,0.0009167213547293023,False,-0.0009167213547293023,modeled_qpu
channel,8,8,25,qaoa_transfer,nominal,1024,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,0.5762,0.0,0.023228445232850656,True,-2.0232284452328506,modeled_qpu
channel,8,8,25,qaoa_transfer,stressed,1024,5.118707163530018,5.118707163530018,True,3.2917014323174953e-05,1,0.09871562234134221,0.04031316423611707,0.03196954685756209,5.622922808614484,1.2666498260473342,5.3248,0.0,0.21465953692447615,True,-2.214659536924476,modeled_qpu
channel,8,8,26,qaoa_transfer,optimistic,16,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.012660000000000001,0.0,0.0005222774996953992,False,-0.0005222774996953992,modeled_qpu
channel,8,8,26,qaoa_transfer,nominal,16,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.5258,0.0,0.02169143043758617,True,-2.021691430437586,modeled_qpu
channel,8,8,26,qaoa_transfer,stressed,16,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,5.1232,0.0,0.21135324537436564,True,-2.2113532453743656,modeled_qpu
channel,8,8,26,qaoa_transfer,optimistic,64,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.01314,0.0,0.0005420794902051774,False,-0.0005420794902051774,modeled_qpu
channel,8,8,26,qaoa_transfer,nominal,64,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.5282,0.0,0.02179044039013506,True,-2.0217904403901352,modeled_qpu
channel,8,8,26,qaoa_transfer,stressed,64,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,5.1328,0.0,0.2117492851845612,True,-2.211749285184561,modeled_qpu
channel,8,8,26,qaoa_transfer,optimistic,256,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.01506,0.0,0.0006212874522442901,False,-0.0006212874522442901,modeled_qpu
channel,8,8,26,qaoa_transfer,nominal,256,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.5378000000000001,0.0,0.022186480200330625,True,-2.0221864802003306,modeled_qpu
channel,8,8,26,qaoa_transfer,stressed,256,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,5.1712,0.0,0.21333344442534347,True,-2.2133334444253436,modeled_qpu
channel,8,8,26,qaoa_transfer,optimistic,1024,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.022740000000000003,0.0,0.0009381193004007409,False,-0.0009381193004007409,modeled_qpu
channel,8,8,26,qaoa_transfer,nominal,1024,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,0.5762,0.0,0.02377063944111288,True,-2.023770639441113,modeled_qpu
channel,8,8,26,qaoa_transfer,stressed,1024,2.7181858304502375,2.7181858304502375,True,4.1915918700397015e-05,1,0.2042745485164602,0.041254146895371185,0.05541249905687304,5.622922808614484,1.2666498260473342,5.3248,0.0,0.21967008138847247,True,-2.2196700813884727,modeled_qpu
channel,8,8,27,qaoa_transfer,optimistic,16,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.012660000000000001,0.0,0.0009157872942879263,False,-0.0009157872942879263,modeled_qpu
channel,8,8,27,qaoa_transfer,nominal,16,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.5258,0.0,0.03803483091126316,True,-2.038034830911263,modeled_qpu
channel,8,8,27,qaoa_transfer,stressed,16,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,5.1232,0.0,0.3705972722034679,True,-2.370597272203468,modeled_qpu
channel,8,8,27,qaoa_transfer,optimistic,64,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.01314,0.0,0.0009505090874362837,False,-0.0009505090874362837,modeled_qpu
channel,8,8,27,qaoa_transfer,nominal,64,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.5282,0.0,0.038208439877004945,True,-2.038208439877005,modeled_qpu
channel,8,8,27,qaoa_transfer,stressed,64,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,5.1328,0.0,0.371291708066435,True,-2.371291708066435,modeled_qpu
channel,8,8,27,qaoa_transfer,optimistic,256,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.01506,0.0,0.0010893962600297131,False,-0.0010893962600297131,modeled_qpu
channel,8,8,27,qaoa_transfer,nominal,256,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.5378000000000001,0.0,0.0389028757399721,True,-2.0389028757399723,modeled_qpu
channel,8,8,27,qaoa_transfer,stressed,256,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,5.1712,0.0,0.3740694515183036,True,-2.3740694515183036,modeled_qpu
channel,8,8,27,qaoa_transfer,optimistic,1024,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.022740000000000003,0.0,0.0016449449504034317,False,-0.0016449449504034317,modeled_qpu
channel,8,8,27,qaoa_transfer,nominal,1024,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,0.5762,0.0,0.04168061919184069,True,-2.041680619191841,modeled_qpu
channel,8,8,27,qaoa_transfer,stressed,1024,7.186828406841656,7.186828406841656,True,3.245798870921135e-05,1,0.21311296506489888,0.0723370690590779,0.03786912425700549,5.622922808614484,1.2666498260473342,5.3248,0.0,0.38518042532577795,True,-2.385180425325778,modeled_qpu
channel,8,8,28,qaoa_transfer,optimistic,16,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.012660000000000001,0.0,0.0010125415939332648,False,-0.0010125415939332648,modeled_qpu
channel,8,8,28,qaoa_transfer,nominal,16,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.5258,0.0,0.042053267779629595,True,-2.0420532677796297,modeled_qpu
channel,8,8,28,qaoa_transfer,stressed,16,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,5.1232,0.0,0.4097514292289812,True,-2.4097514292289812,modeled_qpu
channel,8,8,28,qaoa_transfer,optimistic,64,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.01314,0.0,0.0010509317965468484,False,-0.0010509317965468484,modeled_qpu
channel,8,8,28,qaoa_transfer,nominal,64,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.5282,0.0,0.04224521879269751,True,-2.0422452187926976,modeled_qpu
channel,8,8,28,qaoa_transfer,stressed,64,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,5.1328,0.0,0.41051923328125284,True,-2.410519233281253,modeled_qpu
channel,8,8,28,qaoa_transfer,optimistic,256,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.01506,0.0,0.0012044926070011823,False,-0.0012044926070011823,modeled_qpu
channel,8,8,28,qaoa_transfer,nominal,256,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.5378000000000001,0.0,0.04301302284496918,True,-2.043013022844969,modeled_qpu
channel,8,8,28,qaoa_transfer,stressed,256,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,5.1712,0.0,0.4135904494903396,True,-2.4135904494903397,modeled_qpu
channel,8,8,28,qaoa_transfer,optimistic,1024,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.022740000000000003,0.0,0.0018187358488185187,False,-0.0018187358488185187,modeled_qpu
channel,8,8,28,qaoa_transfer,nominal,1024,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,0.5762,0.0,0.04608423905405586,True,-2.0460842390540557,modeled_qpu
channel,8,8,28,qaoa_transfer,stressed,1024,1.5889288167696036,1.5889288167696036,True,3.187498077750206e-05,1,0.3789569523126244,0.07997958877829896,0.04664781726318476,5.622922808614484,1.2666498260473342,5.3248,0.0,0.4258753143266863,True,-2.4258753143266865,modeled_qpu
channel,8,8,29,qaoa_transfer,optimistic,16,3.8440464794763765,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.012660000000000001,0.38823273253919033,0.0005571413138827755,False,-0.3887898738530731,modeled_qpu
channel,8,8,29,qaoa_transfer,nominal,16,3.8440464794763765,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.5258,0.38823273253919033,0.02313940780723249,True,-2.411372140346423,modeled_qpu
channel,8,8,29,qaoa_transfer,stressed,16,3.8440464794763765,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,5.1232,0.38823273253919033,0.22546179931155094,True,-2.6136945318507414,modeled_qpu
channel,8,8,29,qaoa_transfer,optimistic,64,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.01314,0.0,0.0005782651551674305,False,-0.0005782651551674305,modeled_qpu
channel,8,8,29,qaoa_transfer,nominal,64,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.5282,0.0,0.023245027013655765,True,-2.023245027013656,modeled_qpu
channel,8,8,29,qaoa_transfer,stressed,64,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,5.1328,0.0,0.22588427613724402,True,-2.225884276137244,modeled_qpu
channel,8,8,29,qaoa_transfer,optimistic,256,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.01506,0.0,0.0006627605203060504,False,-0.0006627605203060504,modeled_qpu
channel,8,8,29,qaoa_transfer,nominal,256,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.5378000000000001,0.0,0.023667503839348868,True,-2.023667503839349,modeled_qpu
channel,8,8,29,qaoa_transfer,stressed,256,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,5.1712,0.0,0.22757418344001643,True,-2.2275741834400162,modeled_qpu
channel,8,8,29,qaoa_transfer,optimistic,1024,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.022740000000000003,0.0,0.0010007419808605305,False,-0.0010007419808605305,modeled_qpu
channel,8,8,29,qaoa_transfer,nominal,1024,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,0.5762,0.0,0.025357411142121266,True,-2.0253574111421213,modeled_qpu
channel,8,8,29,qaoa_transfer,stressed,1024,2.489361953464548,2.489361953464548,True,3.0957977287471294e-05,1,0.49139054102970714,0.044008002676364566,0.04520251494007664,5.622922808614484,1.2666498260473342,5.3248,0.0,0.23433381265110603,True,-2.234333812651106,modeled_qpu
channel,9,9,15,qaoa_transfer,optimistic,16,6.003019473182673,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.012660000000000001,0.5029933091307024,0.0007726144311404524,False,-0.5037659235618428,modeled_qpu
channel,9,9,15,qaoa_transfer,nominal,16,6.003019473182673,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.5258,0.5029933091307024,0.03208852037074643,True,-2.535081829501449,modeled_qpu
channel,9,9,15,qaoa_transfer,stressed,16,6.003019473182673,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,5.1232,0.5029933091307024,0.31265862982770654,True,-2.8156519389584087,modeled_qpu
channel,9,9,15,qaoa_transfer,optimistic,64,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.01314,0.0,0.0008019078692879576,False,-0.0008019078692879576,modeled_qpu
channel,9,9,15,qaoa_transfer,nominal,64,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.5282,0.0,0.032234987561483956,True,-2.032234987561484,modeled_qpu
channel,9,9,15,qaoa_transfer,stressed,64,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,5.1328,0.0,0.3132444985906566,True,-2.313244498590657,modeled_qpu
channel,9,9,15,qaoa_transfer,optimistic,256,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.01506,0.0,0.0009190816218779788,False,-0.0009190816218779788,modeled_qpu
channel,9,9,15,qaoa_transfer,nominal,256,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.5378000000000001,0.0,0.032820856324434065,True,-2.032820856324434,modeled_qpu
channel,9,9,15,qaoa_transfer,stressed,256,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,5.1712,0.0,0.31558797364245705,True,-2.315587973642457,modeled_qpu
channel,9,9,15,qaoa_transfer,optimistic,1024,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.022740000000000003,0.0,0.0013877766322380636,False,-0.0013877766322380636,modeled_qpu
channel,9,9,15,qaoa_transfer,nominal,1024,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,0.5762,0.0,0.03516433137623449,True,-2.0351643313762344,modeled_qpu
channel,9,9,15,qaoa_transfer,stressed,1024,3.6593816689929657,3.6593816689929657,True,4.900002386420965e-05,1,0.21801141682348554,0.06102799614063604,0.004571143827072514,0.2593956435378983,1.2715572852225145,5.3248,0.0,0.32496187384965874,True,-2.324961873849659,modeled_qpu
channel,9,9,16,qaoa_transfer,optimistic,16,4.743441844533065,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.012660000000000001,0.21657900606694086,0.00026415395182870027,False,-0.21684316001876955,modeled_qpu
channel,9,9,16,qaoa_transfer,nominal,16,4.743441844533065,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.5258,0.21657900606694086,0.010970943749725955,True,-2.227549949816667,modeled_qpu
channel,9,9,16,qaoa_transfer,stressed,16,4.743441844533065,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,5.1232,0.21657900606694086,0.10689680300227465,True,-2.3234758090692154,modeled_qpu
channel,9,9,16,qaoa_transfer,optimistic,64,4.836368293006529,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.01314,0.2362627374219971,0.0002741692675378453,False,-0.23653690668953495,modeled_qpu
channel,9,9,16,qaoa_transfer,nominal,64,4.836368293006529,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.5282,0.2362627374219971,0.01102102032827168,True,-2.2472837577502687,modeled_qpu
channel,9,9,16,qaoa_transfer,stressed,64,4.836368293006529,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,5.1328,0.2362627374219971,0.10709710931645754,True,-2.343359846738455,modeled_qpu
channel,9,9,16,qaoa_transfer,optimistic,256,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.01506,0.0,0.0003142305303744254,False,-0.0003142305303744254,modeled_qpu
channel,9,9,16,qaoa_transfer,nominal,256,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.5378000000000001,0.0,0.011221326642454581,True,-2.011221326642455,modeled_qpu
channel,9,9,16,qaoa_transfer,stressed,256,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,5.1712,0.0,0.10789833457318915,True,-2.107898334573189,modeled_qpu
channel,9,9,16,qaoa_transfer,optimistic,1024,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.022740000000000003,0.0,0.000474475581720746,False,-0.000474475581720746,modeled_qpu
channel,9,9,16,qaoa_transfer,nominal,1024,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,0.5762,0.0,0.012022551899186185,True,-2.0120225518991863,modeled_qpu
channel,9,9,16,qaoa_transfer,stressed,1024,3.720977277999353,3.720977277999353,True,4.2082974687218666e-05,1,0.05960709114041271,0.02086524106071882,0.004523081924506521,0.2593956435378983,1.2715572852225145,5.3248,0.0,0.11110323560011556,True,-2.1111032356001154,modeled_qpu
channel,9,9,17,qaoa_transfer,optimistic,16,4.155162203269757,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.012660000000000001,0.37553828917264764,0.0005900131948044137,False,-0.37612830236745204,modeled_qpu
channel,9,9,17,qaoa_transfer,nominal,16,4.155162203269757,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.5258,0.37553828917264764,0.024504655436663563,True,-2.4000429446093112,modeled_qpu
channel,9,9,17,qaoa_transfer,stressed,16,4.155162203269757,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,5.1232,0.37553828917264764,0.23876426537298356,True,-2.614302554545631,modeled_qpu
channel,9,9,17,qaoa_transfer,optimistic,64,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.01314,0.0,0.0006123833633278038,False,-0.0006123833633278038,modeled_qpu
channel,9,9,17,qaoa_transfer,nominal,64,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.5282,0.0,0.02461650627928051,True,-2.0246165062792807,modeled_qpu
channel,9,9,17,qaoa_transfer,stressed,64,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,5.1328,0.0,0.23921166874345134,True,-2.2392116687434513,modeled_qpu
channel,9,9,17,qaoa_transfer,optimistic,256,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.01506,0.0,0.0007018640374213641,False,-0.0007018640374213641,modeled_qpu
channel,9,9,17,qaoa_transfer,nominal,256,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.5378000000000001,0.0,0.025063909649748316,True,-2.0250639096497483,modeled_qpu
channel,9,9,17,qaoa_transfer,stressed,256,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,5.1712,0.0,0.24100128222532258,True,-2.2410012822253225,modeled_qpu
channel,9,9,17,qaoa_transfer,optimistic,1024,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.022740000000000003,0.0,0.0010597867337956057,False,-0.0010597867337956057,modeled_qpu
channel,9,9,17,qaoa_transfer,nominal,1024,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,0.5762,0.0,0.02685352313161952,True,-2.0268535231316194,modeled_qpu
channel,9,9,17,qaoa_transfer,stressed,1024,2.7477416978123235,2.7477416978123235,True,4.062510561197996e-05,1,0.30718030490276355,0.04660451775706269,0.004544965707953248,0.2593956435378983,1.2715572852225145,5.3248,0.0,0.2481597361528074,True,-2.2481597361528074,modeled_qpu
channel,9,9,18,qaoa_transfer,optimistic,16,2.8035103757971864,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,0.012660000000000001,0.2813057799412087,0.001008961063657547,False,-0.28231474100486625,modeled_qpu
channel,9,9,18,qaoa_transfer,nominal,16,2.8035103757971864,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,0.5258,0.2813057799412087,0.04190455981604567,True,-2.3232103397572543,modeled_qpu
channel,9,9,18,qaoa_transfer,stressed,16,2.8035103757971864,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,5.1232,0.2813057799412087,0.40830247403873177,True,-2.6896082539799404,modeled_qpu
channel,9,9,18,qaoa_transfer,optimistic,64,3.6099150864548646,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,0.01314,0.5529629898997696,0.0010472155115687335,False,-0.5540102054113383,modeled_qpu
channel,9,9,18,qaoa_transfer,nominal,64,3.6099150864548646,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,0.5282,0.5529629898997696,0.0420958320556016,True,-2.595058821955371,modeled_qpu
channel,9,9,18,qaoa_transfer,stressed,64,3.6099150864548646,1.9684642302727349,True,4.070799332112074e-05,1,0.16052840114219608,0.07969676648163877,0.004603661755520136,0.2593956435378983,1.2715572852225145,5.1328,0.5529629898997696,0.40906756299695546,True,-2.9620305528967252,modeled_qpu
