experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,construction_s,solver_s,complete_local_s,cost_vector_bytes,evals,success_prob,classical_seed_s,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence,timestamp,next_timestamp,next_cochannel_load,next_mean_prb,next_total_traffic_kbyte
netdata_5g,netdata_channel,12,12,30,task_specific,local,1198,5.591489999999999,4.859165,True,0.0,8.791603613644838e-05,8.791603613644838e-05,36864,48,,,8.791603613644838e-05,0.12498794623465963,3.5736240614723006e-09,False,-0.12498794980828369,measured_local,15:00,15:30,5.41296,0.4544250000000001,494381419.79999995
netdata_5g,netdata_channel,12,12,30,milp,local,873,4.859165,4.859165,True,0.0,0.08928133291192353,0.08928133291192353,36864,15,,,0.08928133291192353,0.0,3.6291208470680032e-06,False,-3.6291208470680032e-06,measured_local,15:00,15:30,4.39776,0.4544250000000001,494381419.79999995
netdata_5g,netdata_channel,12,12,30,qaoa,nominal,873,4.859165,4.859165,True,0.0,0.02116224996279925,0.02116224996279925,36864,119,0.003859047220056781,,9.5678,0.0,0.0003889133518518519,False,-0.0003889133518518519,modeled_qpu,15:00,15:30,4.39776,0.4544250000000001,494381419.79999995
netdata_5g,netdata_channel,12,12,30,qaoa_warm,nominal,3222,4.859165,4.859165,True,0.0,0.03005462500732392,0.03005462500732392,36864,128,0.002371602162250495,9.483401663601398e-05,10.2536,0.0,0.00041678985185185195,False,-0.00041678985185185195,modeled_qpu,15:00,15:30,4.39776,0.4544250000000001,494381419.79999995
netdata_5g,netdata_channel,12,12,31,task_specific,local,2729,5.0197,4.39776,True,0.0,8.90000956133008e-05,8.90000956133008e-05,36864,48,,,8.90000956133008e-05,0.11522186981266311,3.812994837062434e-09,False,-0.11522187362565794,measured_local,15:30,16:00,5.337444999999999,0.4578583333333334,483517217.20000005
netdata_5g,netdata_channel,12,12,31,milp,local,3222,4.39776,4.39776,True,0.0,0.07843470794614404,0.07843470794614404,36864,11,,,0.07843470794614404,0.0,3.360346237655634e-06,False,-3.360346237655634e-06,measured_local,15:30,16:00,4.889795,0.4578583333333334,483517217.20000005
netdata_5g,netdata_channel,12,12,31,qaoa,nominal,3222,4.39776,4.39776,True,0.0,0.021094750030897558,0.021094750030897558,36864,118,0.004158324164589324,,9.4916,0.0,0.00040664475185185183,False,-0.00040664475185185183,modeled_qpu,15:30,16:00,4.889795,0.4578583333333334,483517217.20000005
netdata_5g,netdata_channel,12,12,31,qaoa_warm,nominal,873,4.39776,4.39776,True,0.0,0.028094041044823825,0.028094041044823825,36864,118,0.0021087971128756792,9.266601409763098e-05,9.4916,0.0,0.00040664475185185183,False,-0.00040664475185185183,modeled_qpu,15:30,16:00,4.889795,0.4578583333333334,483517217.20000005
netdata_5g,netdata_channel,12,12,32,task_specific,local,3222,4.8897949999999994,4.53308,True,0.0,9.1583002358675e-05,9.1583002358675e-05,36864,48,,,9.1583002358675e-05,0.06446951788154147,2.871296722096977e-09,False,-0.0644695207528382,measured_local,16:00,16:30,5.1143849999999995,0.49457499999999993,544311728.34
netdata_5g,netdata_channel,12,12,32,milp,local,2961,4.53308,4.53308,True,0.0,0.08190816710703075,0.08190816710703075,36864,11,,,0.08190816710703075,0.0,2.5679727205963527e-06,False,-2.5679727205963527e-06,measured_local,16:00,16:30,4.7473849999999995,0.49457499999999993,544311728.34
netdata_5g,netdata_channel,12,12,32,qaoa,nominal,2961,4.53308,4.53308,True,0.0,0.02018420898821205,0.02018420898821205,36864,113,0.0038406130985568364,,9.1106,0.0,0.0002856341814814814,False,-0.0002856341814814814,modeled_qpu,16:00,16:30,4.7473849999999995,0.49457499999999993,544311728.34
netdata_5g,netdata_channel,12,12,32,qaoa_warm,nominal,2961,4.53308,4.53308,True,0.0,0.026420542038977146,0.026420542038977146,36864,112,0.000661450233045196,9.125005453824997e-05,9.0344,0.0,0.0002832451703703703,False,-0.0002832451703703703,modeled_qpu,16:00,16:30,4.7473849999999995,0.49457499999999993,544311728.34
netdata_5g,netdata_channel,12,12,33,task_specific,local,3222,5.114385,4.7473849999999995,True,0.0,9.44589264690876e-05,9.44589264690876e-05,36864,48,,,9.44589264690876e-05,0.06385512715782933,4.955157851024222e-09,False,-0.06385513211298718,measured_local,16:30,17:00,4.10388,0.40015,459439292.50999993
netdata_5g,netdata_channel,12,12,33,milp,local,2961,4.7473849999999995,4.7473849999999995,True,0.0,0.07041225000284612,0.07041225000284612,36864,5,,,0.07041225000284612,0.0,3.693709281399304e-06,False,-3.693709281399304e-06,measured_local,16:30,17:00,4.464049999999999,0.40015,459439292.50999993
netdata_5g,netdata_channel,12,12,33,qaoa,nominal,2961,4.7473849999999995,4.7473849999999995,True,0.0,0.020386958960443735,0.020386958960443735,36864,114,0.0039039602960769058,,9.1868,0.0,0.0004819242166666668,False,-0.0004819242166666668,modeled_qpu,16:30,17:00,4.464049999999999,0.40015,459439292.50999993
netdata_5g,netdata_channel,12,12,33,qaoa_warm,nominal,3182,4.830914999999999,4.7473849999999995,True,0.0,0.02634020906407386,0.02634020906407386,36864,111,0.0006690581457836375,9.383296128362417e-05,8.9582,0.014533566134859534,0.0004699322416666668,False,-0.015003498376526201,modeled_qpu,16:30,17:00,4.129955,0.40015,459439292.50999993
netdata_5g,netdata_channel,12,12,34,task_specific,local,681,4.6955849999999995,4.10388,True,0.0,8.762499783188105e-05,8.762499783188105e-05,36864,48,,,8.762499783188105e-05,0.11593238869252397,1.8121336357176497e-09,False,-0.1159323905046576,measured_local,17:00,17:30,4.38461,0.3788416666666667,406761070.92
netdata_5g,netdata_channel,12,12,34,milp,local,3222,4.10388,4.10388,True,0.0,0.08200787496753037,0.08200787496753037,36864,17,,,0.08200787496753037,0.0,1.6959684142590643e-06,False,-1.6959684142590643e-06,measured_local,17:00,17:30,4.08179,0.3788416666666667,406761070.92
netdata_5g,netdata_channel,12,12,34,qaoa,nominal,3222,4.10388,4.10388,True,0.0,0.020038333954289556,0.020038333954289556,36864,112,0.004053837427500489,,9.0344,0.0,0.00018683641111111096,False,-0.00018683641111111096,modeled_qpu,17:00,17:30,4.08179,0.3788416666666667,406761070.92
netdata_5g,netdata_channel,12,12,34,qaoa_warm,nominal,873,4.10388,4.10388,True,0.0,0.027181082987226546,0.027181082987226546,36864,116,0.006131681243881838,9.395892266184092e-05,9.3392,0.0,0.0001931398444444443,False,-0.0001931398444444443,modeled_qpu,17:00,17:30,4.08179,0.3788416666666667,406761070.92
netdata_5g,netdata_channel,12,12,35,task_specific,local,3244,4.812085,4.08179,True,0.0,8.929194882512093e-05,8.929194882512093e-05,36864,48,,,8.929194882512093e-05,0.14370822092215538,4.147941733848441e-09,False,-0.14370822507009712,measured_local,17:30,18:00,5.389454999999999,0.43505833333333327,444837067.47
netdata_5g,netdata_channel,12,12,35,milp,local,3222,4.08179,4.08179,True,0.0,0.09082150005269796,0.09082150005269796,36864,17,,,0.09082150005269796,0.0,4.218995053373941e-06,False,-4.218995053373941e-06,measured_local,17:30,18:00,4.457415,0.43505833333333327,444837067.47
netdata_5g,netdata_channel,12,12,35,qaoa,nominal,873,4.08179,4.08179,True,0.0,0.020928582991473377,0.020928582991473377,36864,117,0.00374204790870234,,9.4154,0.0,0.00043738020185185177,False,-0.00043738020185185177,modeled_qpu,17:30,18:00,4.457415,0.43505833333333327,444837067.47
netdata_5g,netdata_channel,12,12,35,qaoa_warm,nominal,3222,4.08179,4.08179,True,0.0,0.02911337499972433,0.02911337499972433,36864,124,0.002674021331536122,9.495799895375967e-05,9.9488,0.0,0.00046215860740740736,False,-0.00046215860740740736,modeled_qpu,17:30,18:00,4.457415,0.43505833333333327,444837067.47
netdata_5g,netdata_channel,12,12,36,task_specific,local,681,5.018425,4.425535,True,0.0,9.620899800211191e-05,9.620899800211191e-05,36864,48,,,9.620899800211191e-05,0.10927770256758083,3.901363951391195e-09,False,-0.10927770646894479,measured_local,18:00,18:30,4.696795,0.42488333333333334,429146822.56999993
netdata_5g,netdata_channel,12,12,36,milp,local,913,4.425535,4.425535,True,0.0,0.08410970796830952,0.08410970796830952,36864,13,,,0.08410970796830952,0.0,3.4107265374741807e-06,False,-3.4107265374741807e-06,measured_local,18:00,18:30,4.37617,0.42488333333333334,429146822.56999993
netdata_5g,netdata_channel,12,12,36,qaoa,nominal,913,4.425535,4.425535,True,0.0,0.020125583047047257,0.020125583047047257,36864,113,0.0038318986821335994,,9.1106,0.0,0.00036944326574074067,False,-0.00036944326574074067,modeled_qpu,18:00,18:30,4.37617,0.42488333333333334,429146822.56999993
netdata_5g,netdata_channel,12,12,36,qaoa_warm,nominal,913,4.425535,4.425535,True,0.0,0.026622500037774444,0.026622500037774444,36864,113,0.0023031097348173166,9.516708087176085e-05,9.1106,0.0,0.00036944326574074067,False,-0.00036944326574074067,modeled_qpu,18:00,18:30,4.37617,0.42488333333333334,429146822.56999993
netdata_5g,netdata_channel,12,12,37,task_specific,local,3406,5.23114,4.35698,True,0.0,0.00010099995415657759,0.00010099995415657759,36864,48,,,0.00010099995415657759,0.16318149405075244,4.4804701885570675e-09,False,-0.16318149853122263,measured_local,18:30,19:00,4.71316,0.36225,378838854.06000006
netdata_5g,netdata_channel,12,12,37,milp,local,3222,4.35698,4.35698,True,0.0,0.08578045794274658,0.08578045794274658,36864,11,,,0.08578045794274658,0.0,3.8053164259601754e-06,False,-3.8053164259601754e-06,measured_local,18:30,19:00,3.94374,0.36225,378838854.06000006
netdata_5g,netdata_channel,12,12,37,qaoa,nominal,873,4.35698,4.35698,True,0.0,0.019300624961033463,0.019300624961033463,36864,108,0.0039239261460181345,,8.7296,0.0,0.00038725475555555564,False,-0.00038725475555555564,modeled_qpu,18:30,19:00,3.94374,0.36225,378838854.06000006
netdata_5g,netdata_channel,12,12,37,qaoa_warm,nominal,873,4.35698,4.35698,True,0.0,0.027400665916502476,0.027400665916502476,36864,116,0.001026478125078227,9.433308150619268e-05,9.3392,0.0,0.000414297288888889,False,-0.000414297288888889,modeled_qpu,18:30,19:00,3.94374,0.36225,378838854.06000006
netdata_5g,netdata_channel,12,12,38,task_specific,local,853,4.7896149999999995,3.905555,True,0.0,9.179196786135435e-05,9.179196786135435e-05,36864,48,,,9.179196786135435e-05,0.1802161019497283,2.4881572769825445e-09,False,-0.18021610443788558,measured_local,19:00,19:30,4.692585,0.35482499999999995,357376166.16
netdata_5g,netdata_channel,12,12,38,milp,local,3178,3.905555,3.905555,True,0.0,0.07448487496003509,0.07448487496003509,36864,11,,,0.07448487496003509,0.0,2.0190228837546544e-06,False,-2.0190228837546544e-06,measured_local,19:00,19:30,3.77656,0.35482499999999995,357376166.16
netdata_5g,netdata_channel,12,12,38,qaoa,nominal,3178,3.905555,3.905555,True,0.0,0.021276624989695847,0.021276624989695847,36864,119,0.0037028112424229644,,9.5678,0.0,0.00025934939351851847,False,-0.00025934939351851847,modeled_qpu,19:00,19:30,3.77656,0.35482499999999995,357376166.16
netdata_5g,netdata_channel,12,12,38,qaoa_warm,nominal,917,3.905555,3.905555,True,0.0,0.029364915913902223,0.029364915913902223,36864,124,0.018842565099142693,8.91250092536211e-05,9.9488,0.0,0.0002696769629629629,False,-0.0002696769629629629,modeled_qpu,19:00,19:30,3.77656,0.35482499999999995,357376166.16
netdata_5g,netdata_channel,12,12,39,task_specific,local,873,4.101845,3.77656,True,0.0,8.824991527944803e-05,8.824991527944803e-05,36864,48,,,8.824991527944803e-05,0.0681002646255883,3.660737226406734e-09,False,-0.06810026828632552,measured_local,19:30,20:00,4.26415,0.392125,398316874.73
netdata_5g,netdata_channel,12,12,39,milp,local,3178,3.77656,3.77656,True,0.0,0.08737320802174509,0.08737320802174509,36864,15,,,0.08737320802174509,0.0,3.6243701105316485e-06,False,-3.6243701105316485e-06,measured_local,19:30,20:00,4.2383500000000005,0.392125,398316874.73
netdata_5g,netdata_channel,12,12,39,qaoa,nominal,3178,3.77656,3.77656,True,0.0,0.020889458945021033,0.020889458945021033,36864,117,0.0036106357255597417,,9.4154,0.0,0.0003905647407407408,False,-0.0003905647407407408,modeled_qpu,19:30,20:00,4.2383500000000005,0.392125,398316874.73
netdata_5g,netdata_channel,12,12,39,qaoa_warm,nominal,3178,3.77656,3.77656,True,0.0,0.029957083985209465,0.029957083985209465,36864,128,0.0006237405511691017,9.125005453824997e-05,10.2536,0.0,0.00042533451851851857,False,-0.00042533451851851857,modeled_qpu,19:30,20:00,4.2383500000000005,0.392125,398316874.73
netdata_5g,netdata_channel,12,12,40,task_specific,local,1388,4.348515,4.2383500000000005,True,0.0,8.462497498840094e-05,8.462497498840094e-05,36864,48,,,8.462497498840094e-05,0.02103047715406557,3.3818647412031344e-09,False,-0.02103048053593031,measured_local,20:00,20:30,4.752815,0.3990916666666666,365938048.58000004
netdata_5g,netdata_channel,12,12,40,milp,local,3178,4.2383500000000005,4.2383500000000005,True,0.0,0.08995637495536357,0.08995637495536357,36864,19,,,0.08995637495536357,0.0,3.594923280623604e-06,False,-3.594923280623604e-06,measured_local,20:00,20:30,4.310945,0.3990916666666666,365938048.58000004
netdata_5g,netdata_channel,12,12,40,qaoa,nominal,917,4.2383500000000005,4.2383500000000005,True,0.0,0.019514707964845,0.019514707964845,36864,110,0.003489162451083004,,8.882,0.0,0.0003549510370370371,False,-0.0003549510370370371,modeled_qpu,20:00,20:30,4.310945,0.3990916666666666,365938048.58000004
netdata_5g,netdata_channel,12,12,40,qaoa_warm,nominal,3178,4.2383500000000005,4.2383500000000005,True,0.0,0.030267124995589256,0.030267124995589256,36864,129,0.001714231594401756,8.837494533509016e-05,10.3298,0.0,0.0004128094148148149,False,-0.0004128094148148149,modeled_qpu,20:00,20:30,4.310945,0.3990916666666666,365938048.58000004
netdata_5g,netdata_channel,12,12,41,task_specific,local,873,4.68693,4.310945,True,0.0,8.758297190070152e-05,8.758297190070152e-05,36864,48,,,8.758297190070152e-05,0.07079436898706351,3.978943070655482e-09,False,-0.07079437296600657,measured_local,20:30,21:00,4.688675,0.35325,268651076.54999995
netdata_5g,netdata_channel,12,12,41,milp,local,917,4.310945,4.310945,True,0.0,0.08411837508901954,0.08411837508901954,36864,19,,,0.08411837508901954,0.0,3.821544512724762e-06,False,-3.821544512724762e-06,measured_local,20:30,21:00,4.31567,0.35325,268651076.54999995
netdata_5g,netdata_channel,12,12,41,qaoa,nominal,917,4.310945,4.310945,True,0.0,0.020764207933098078,0.020764207933098078,36864,117,0.0034250709380106692,,9.4154,0.0,0.00042774685277777776,False,-0.00042774685277777776,modeled_qpu,20:30,21:00,4.31567,0.35325,268651076.54999995
netdata_5g,netdata_channel,12,12,41,qaoa_warm,nominal,1134,4.370455,4.310945,True,0.0,0.030043749953620136,0.030043749953620136,36864,127,0.0005884771826350171,0.00010483304504305124,10.1774,0.011205162169820908,0.00046236493611111115,False,-0.011667527105932019,modeled_qpu,20:30,21:00,4.260795,0.35325,268651076.54999995
netdata_5g,netdata_channel,12,12,42,task_specific,local,873,4.688675,4.166615,True,0.0,9.28329536691308e-05,9.28329536691308e-05,36864,48,,,9.28329536691308e-05,0.10104488141655604,5.771545068623877e-09,False,-0.10104488718810112,measured_local,21:00,21:30,4.415175,0.27719166666666667,201918533.03
netdata_5g,netdata_channel,12,12,42,milp,local,2964,4.166615,4.166615,True,0.0,0.09699783299583942,0.09699783299583942,36864,23,,,0.09699783299583942,0.0,6.0304810152829975e-06,False,-6.0304810152829975e-06,measured_local,21:00,21:30,3.629535,0.27719166666666667,201918533.03
netdata_5g,netdata_channel,12,12,42,qaoa,nominal,1131,4.166615,4.166615,True,0.0,0.0198617500718683,0.0198617500718683,36864,112,0.003172033778161776,,9.0344,0.0,0.0005616803592592592,False,-0.0005616803592592592,modeled_qpu,21:00,21:30,3.629535,0.27719166666666667,201918533.03
netdata_5g,netdata_channel,12,12,42,qaoa_warm,nominal,2961,4.260795,4.166615,True,0.0,0.026130791986361146,0.026130791986361146,36864,112,0.002014829137087116,9.258394129574299e-05,9.0344,0.01822856938246796,0.0005616803592592592,False,-0.01879024974172722,modeled_qpu,21:00,21:30,3.8631800000000003,0.27719166666666667,201918533.03
netdata_5g,netdata_channel,12,12,43,task_specific,local,1238,3.8029,3.569255,True,0.0,8.962501306086779e-05,8.962501306086779e-05,36864,48,,,8.962501306086779e-05,0.051134156443446495,6.4861953896642835e-09,False,-0.05113416292964188,measured_local,21:30,22:00,2.801865,0.19109166666666666,155900316.42000002
netdata_5g,netdata_channel,12,12,43,milp,local,2860,3.569255,3.569255,True,0.0,0.10281779197975993,0.10281779197975993,36864,23,,,0.10281779197975993,0.0,7.440961686238922e-06,False,-7.440961686238922e-06,measured_local,21:30,22:00,2.728445,0.19109166666666666,155900316.42000002
netdata_5g,netdata_channel,12,12,43,qaoa,nominal,1235,3.569255,3.569255,True,0.0,0.020006291917525232,0.020006291917525232,36864,113,0.0027052148747224265,,9.1106,0.0,0.0006593374962962963,False,-0.0006593374962962963,modeled_qpu,21:30,22:00,2.728445,0.19109166666666666,155900316.42000002
netdata_5g,netdata_channel,12,12,43,qaoa_warm,nominal,1235,3.569255,3.569255,True,0.0,0.027350209071300924,0.027350209071300924,36864,115,0.012997971432748565,9.049999061971903e-05,9.263,0.0,0.0006703667407407407,False,-0.0006703667407407407,modeled_qpu,21:30,22:00,2.728445,0.19109166666666666,155900316.42000002
netdata_5g,netdata_channel,12,12,44,task_specific,local,2259,2.767335,2.670655,True,0.0,8.991698268800974e-05,8.991698268800974e-05,36864,48,,,8.991698268800974e-05,0.02633862348817857,1.8249817227047899e-09,False,-0.02633862531316029,measured_local,22:00,22:30,2.7413999999999996,0.18580833333333335,153592367.52
netdata_5g,netdata_channel,12,12,44,milp,local,917,2.670655,2.670655,True,0.0,0.12595570809207857,0.12595570809207857,36864,39,,,0.12595570809207857,0.0,2.556434371646631e-06,False,-2.556434371646631e-06,measured_local,22:00,22:30,2.8568000000000002,0.18580833333333335,153592367.52
netdata_5g,netdata_channel,12,12,44,qaoa,nominal,917,2.670655,2.670655,True,0.0,0.02150083298329264,0.02150083298329264,36864,121,0.0030428447338142015,,9.7202,0.0,0.00019728405925925922,False,-0.00019728405925925922,modeled_qpu,22:00,22:30,2.8568000000000002,0.18580833333333335,153592367.52
netdata_5g,netdata_channel,12,12,44,qaoa_warm,nominal,3178,2.670655,2.670655,True,0.0,0.026682000025175512,0.026682000025175512,36864,114,0.0005408955753634843,8.975004311650991e-05,9.1868,0.0,0.00018645801481481476,False,-0.00018645801481481476,modeled_qpu,22:00,22:30,2.8568000000000002,0.18580833333333335,153592367.52
netdata_5g,netdata_channel,12,12,45,task_specific,local,1257,2.8585149999999997,2.6630149999999997,True,0.0,9.079196024686098e-05,9.079196024686098e-05,36864,48,,,9.079196024686098e-05,0.05337133481571875,3.9465079386934155e-09,False,-0.05337133876222669,measured_local,22:30,23:00,2.9403799999999998,0.17536666666666667,132001677.32000001
netdata_5g,netdata_channel,12,12,45,milp,local,1235,2.6630149999999997,2.6630149999999997,True,0.0,0.11439595802221447,0.11439595802221447,36864,26,,,0.11439595802221447,0.0,4.9725168975489434e-06,False,-4.9725168975489434e-06,measured_local,22:30,23:00,2.6641049999999997,0.17536666666666667,132001677.32000001
netdata_5g,netdata_channel,12,12,45,qaoa,nominal,3282,2.71353,2.6630149999999997,True,0.0,0.020255250041373074,0.020255250041373074,36864,114,0.0029307818459580397,,9.1868,0.01379055231824066,0.0003993280796296296,False,-0.01418988039787029,modeled_qpu,22:30,23:00,2.86964,0.17536666666666667,132001677.32000001
netdata_5g,netdata_channel,12,12,45,qaoa_warm,nominal,1235,2.6630149999999997,2.6630149999999997,True,0.0,0.02696779102552682,0.02696779102552682,36864,115,0.002146244140648614,9.45419305935502e-05,9.263,0.0,0.00040264031018518516,False,-0.00040264031018518516,modeled_qpu,22:30,23:00,2.6641049999999997,0.17536666666666667,132001677.32000001
netdata_5g,netdata_channel,12,12,46,task_specific,local,1251,2.7531999999999996,2.664105,True,0.0,9.195809252560139e-05,9.195809252560139e-05,36864,48,,,9.195809252560139e-05,0.02431562414286694,3.3611534281926983e-09,False,-0.02431562750402037,measured_local,23:00,23:30,2.5563199999999995,0.11414166666666668,48348663.16
netdata_5g,netdata_channel,12,12,46,milp,local,2860,2.664105,2.664105,True,0.0,0.1251771670067683,0.1251771670067683,36864,31,,,0.1251771670067683,0.0,4.575341358881646e-06,False,-4.575341358881646e-06,measured_local,23:00,23:30,2.4580200000000003,0.11414166666666668,48348663.16
netdata_5g,netdata_channel,12,12,46,qaoa,nominal,2860,2.664105,2.664105,True,0.0,0.020407708012498915,0.020407708012498915,36864,115,0.002784284341997793,,9.263,0.0,0.0003385712268518518,False,-0.0003385712268518518,modeled_qpu,23:00,23:30,2.4580200000000003,0.11414166666666668,48348663.16
netdata_5g,netdata_channel,12,12,46,qaoa_warm,nominal,1235,2.664105,2.664105,True,0.0,0.026820957893505692,0.026820957893505692,36864,114,0.013114667597624608,9.374995715916157e-05,9.1868,0.0,0.00033578604629629625,False,-0.00033578604629629625,modeled_qpu,23:00,23:30,2.4580200000000003,0.11414166666666668,48348663.16
